,Length,Language,Messsage
33420,2,English,darker orange
33421,1,English,yellow
33422,2,English,violet purple
33423,2,English,brighter blue
33424,1,English,blue
33425,2,English,brightest green/neon
33426,1,English,teal
33427,2,English,dusty pink
33428,2,English,brightest green/neon
33429,2,English,brightest purple
33430,2,English,bright green
33431,1,English,blue
33432,2,English,bright blue
33433,2,English,bright teal/blue
33434,9,English,sort of a mix between the green and gray
33435,1,English,blue
33436,2,English,darker pink
33437,2,English,brightest blue
33438,1,English,red
33439,2,English,dusty green
33440,2,English,lighter blue
33441,1,English,yellow/gold
33442,2,English,brightest pink
33443,2,English,darker blue
33444,1,English,purple
33445,1,English,pink
33446,1,English,purple
33447,2,English,brightest teal
33448,7,English,middle shade not brightest and not darkest
33449,1,English,gray/blue
33450,1,English,blue
33451,2,English,bright purple
33452,2,English,darker green
33453,1,English,pink
33454,5,English,the darker shade of green
33455,2,English,darkest green
33456,1,English,purple
33457,2,English,light blue
33458,1,English,yellow
33459,1,English,pink
33460,1,English,purple
33461,1,English,green
33462,1,English,purple
33463,2,English,grey blue
33464,2,English,grey blue
33465,2,English,darkest grey
33466,1,English,purple
33467,2,English,grey green
33468,3,English,darker grey purple
33469,4,English,purple hint of grey
33470,1,English,blue
33471,2,English,truest purple
33472,1,English,purple
33473,7,English,purple not the lightest not the darkest
33474,1,English,grey
33475,1,English,green
33476,1,English,pink
33477,2,English,grey blue
33478,2,English,most green
33479,1,English,blue/purple
33480,3,English,purple most blue
33481,1,English,blue
33482,2,English,darkest grey
33483,2,English,darkest purple
33484,2,English,grey blue
33485,2,English,grayish orange
33486,2,English,purple darkest
33487,4,English,green closer to blue
33488,1,English,blue
33489,7,English,dark medium or lightest greem no blue
33490,2,English,lightest blue
33491,1,English,green
33492,1,English,red
33493,2,English,darkest green
33494,1,English,red
33495,2,English,light blue
33496,2,English,grayish purple
33497,2,English,light green
33498,1,English,tan
33499,2,English,brightest pink
33500,2,English,most blue
33501,5,English,darkest purple closer to grey
33502,2,English,greenish grey
33503,4,English,purple closest to grey
33504,1,English, rain
33505,3,English,color of grass
33506,4,English,lime green not olive
33507,2,English,darkest  rain
33508,1,English,apples
33509,7,English,not girly color or  rain other one
33510,5,English,neutral color shade of black
33511,9,English,not bluegreen not other shade of green; beigeish
33512,1,English,sky
33513,1,English,sky
33514,8,English,not blue dullish color not the brighter one
33515,2,English,sun color
33516,5,English,not brightest ones darker one
33517,5,English,medium girly coor not bright
33518,2,English,not orange
33519,1,English,no
33520,3,English,most neutral color
33521,1,English,sky
33522,5,English,not green or gray blueish
33523,2,English,lighter blue
33524,7,English,are we allowed to say the colors
33525,1,English,yes
33526,1,English,pin
33527,1,English,pink
33528,6,English,next to brightest pink not dull
33529,2,English,olive green
33530,6,English,not blue and not beige greenish
33531,4,English,olive green not bright
33532,2,English,light purple
33533,5,English,oliveish green not bright one
33534,5,English,light purple not bright one
33535,1,English,purple
33536,4,English,beige tint of green
33537,3,English,darker or lighter
33538,1,English,darker
33539,8,English,sorry about the last they were close green
33540,6,English,no problem you are doing great
33541,11,English,I feel bad like you are doing all of the work
33542,16,English,it's fine green for this one although I'm usually not good at this stuff
33543,6,English,duller oliveish green not bright one
33544,1,English,pink
33545,1,English,beige
33546,4,English,gray another hard one
33547,10,English,one looks more purple to me is it the other
33548,5,English,green not the bright one
33549,3,English,yellow brightest one
33550,8,English,not dark purple pinkish purple the brightest one
33551,5,English,purplish I guess not gray
33552,2,English,definitely purple
33553,5,English,definitely gray I like these 
33554,1,English,green
33555,1,English,red
33556,3,English,brightest NEON green
33557,1,English,green
33558,1,English,green
33559,5,English,not neon pink more purplishpink
33560,2,English,olive green
33561,9,English,I think our screens must be a little different
33562,9,English,sorry I hate those this one too medium blue
33563,3,English,bright neon  green
33564,1,English,blue
33565,6,English,not neon pink more flesh color
33566,2,English,greyish blue
33567,1,English,green
33568,5,English,not pink not red browner
33569,4,English,not teal greenish one
33570,11,English,same as last one not brighter green and not brownish green
33571,2,English,greyer green
33572,1,English,green
33573,9,English,not grape purple not lipstick purple the brown one
33574,5,English,keep the good clues coming
33575,2,English,will do
33576,6,English,not lime green not teal reddish
33577,1,English,red
33578,14,English,not brightest one not the greyish one it's faded but not the greyest
33579,1,English,hmm
33580,3,English,not lime/tennis ball
33581,11,English,not blue not green the more purple of the blueish ones
33582,4,English,not the grayest one
33583,1,English,hmm
33584,6,English,teal not sky blue not grey
33585,2,English,brighter blue
33586,7,English,lime/tennis ball not mint not camoflauge green
33587,1,English,ooops
33588,6,English,purpleist one not grey not blueish
33589,2,English,no worries
33590,6,English,greyest one not blue not purple
33591,3,English,bright green one
33592,6,English,dark medium light is on here
33593,4,English,it's the lightest
33594,1,English,purple
33595,1,English,grey
33596,1,English,pink
33597,8,English,the least grey one the closest to pink
33598,1,English,brown
33599,3,English,bright teal one
33600,1,English,aqua
33601,2,English,pea green
33602,3,English,mash logo green
33603,4,English,that one was tough 
33604,1,English,yes
33605,4,English,greenest one not grey
33606,1,English,grey
33607,1,English,green
33608,5,English,tennis ball/lime the brighter green
33609,1,English,purple
33610,1,English,teal
33611,5,English,purple not brown not green
33612,6,English,brightest purple not grape not grey
33613,5,English,brownest not grey not purple
33614,2,English,mint green
33615,5,English,purple not the greyer ones
33616,6,English,the lighter of the two blues
33617,1,English,orange
33618,1,English,green
33619,2,English,lighter purple
33620,4,English,the darkest most opaque
33621,6,English,green lime not mint not grey
33622,9,English,closest to grey least amount of green in it
33623,7,English,not true red and not lime green
33624,2,English,darker green
33625,4,English,not the grey one
33626,11,English,darkest one it's more forest than lime or light green
33627,6,English,Lighter blue more sky than faded
33628,7,English,nice playing with you you were great
33629,2,English,fun exercise
33630,5,English,purple not pink not lime
33631,2,English,you 2
33632,1,English,hello
33633,1,English,hi
33634,2,English,pinkish purple
33635,2,English,brownish grey
33636,1,English,blue
33637,5,English,deep grey grey like smoke
33638,1,English,orange
33639,4,English,the more vibrant blue
33640,2,English,duller blue
33641,1,English,pinkish
33642,5,English,the greyest of the 3
33643,5,English,that one had no eyes
33644,1,English,blue
33645,4,English,technically it did XP
33646,1,English,lol
33647,7,English,the one that isnt yellow or pink
33648,1,English,blue
33649,2,English,orangey red
33650,1,English,red
33651,1,English,yello
33652,1,English,grey
33653,2,English,duller purple
33654,1,English,green
33655,1,English,red
33656,10,English,between the pinkish purple two it is the lighter one
33657,1,English,blue
33658,1,English,sweetness
33659,1,English,blue
33660,1,English,purp
33661,1,English,pink
33662,2,English,icey blue
33663,5,English,um the ugly greenish color
33664,4,English,same ugly green color
33665,2,English,lightest blue
33666,9,English,the 1 odd one tht isnt blue or yellow
33667,3,English,the pinkish purple
33668,5,English,purple mauve or hot pink
33669,2,English,phot pink
33670,9,English,never heard the word mauve before today lolol green
33671,1,English,XP
33672,9,English,not the yellowish urine green but the other green
33673,8,English,um the lighter of the two blue ones
33674,1,English,erps
33675,1,English,sorry
33676,9,English,i couldnt think of a way to describe it
33677,7,English,this one is like the orangey one
33678,13,English,hey we're all here to be as fast and accurate as possible 
33679,1,English,green
33680,7,English,the bluest one not the greenish blue
33681,3,English,the lighter pink
33682,1,English,grey
33683,7,English,sorry I had a spazzy finger moment
33684,10,English,lolol its okay we been doing good in my opinion
33685,1,English,blue
33686,4,English,um the lighter grey
33687,4,English,its not the blueish
33688,3,English,brown blue gray
33689,5,English,or rather poo or elephant
33690,6,English,sorry mom was talking to me
33691,3,English,the darker blue
33692,5,English,nw i even guessed right
33693,4,English,ya u did lol
33694,2,English,the purple
33695,4,English,brighter or more muted
33696,1,English,brighter
33697,10,English,I tend to have a dif purple/pink distinction than most
33698,10,English,yea i think you would have done better at descibing
33699,9,English,this one is the least blue of them all
33700,1,English,grey
33701,1,English,blue
33702,2,English,duller green
33703,1,English,purple
33704,7,English,derp see there it goes again XP
33705,13,English,lol its kool its been fun working with u this one is purple
33706,1,English,blue
33707,1,English,pink
33708,1,English,pink
33709,1,English,blue
33710,2,English,bluer gray
33711,1,English,gray
33712,1,English,pink
33713,1,English,pink
33714,2,English,neon green
33715,2,English,slate blue
33716,1,English,pink
33717,1,English,pink
33718,1,English,green
33719,2,English,dirty pink
33720,3,English,the most gray
33721,1,English,teal
33722,1,English,blue
33723,1,English,teal
33724,1,English,purple
33725,2,English,darker orange
33726,1,English,pink
33727,4,English,more yellow than green
33728,1,English,beige
33729,2,English,purple blue
33730,1,English,yellow
33731,1,English,pink
