negation,Condition,Language,Message
False,equal/far,English,blue
False,further/split,English,green regular
False,closer/close,English,sky blue
False,closer/close,English,pink
False,equal/far,English,cyan
False,equal/far,English,greenish
False,further/split,English,yellow
False,further/split,English,yellow
False,further/split,English,purple bright
False,further/split,English,pink bright
False,closer/close,English,same
False,closer/close,English,army green
False,further/split,English,blue
False,closer/close,English,gray dull
False,further/split,English,Hey
False,further/split,English,Dark purple
False,closer/close,English,the green with the most yellow
False,closer/close,English,pink purple
False,closer/close,English,dusky
False,equal/far,English,mustard green
False,closer/close,English,yellow
False,further/split,English,true blue
False,equal/far,English,grey grey with a little hint of pink
False,closer/close,English,true blue
False,equal/far,English,yellow
False,further/split,English,dark teal
True,closer/close,English,pinkish purple not the dark or the bright
False,closer/close,English,purple with the most blue
False,closer/close,English,bright blue
True,further/split,English,orange almost puke not yellow
False,equal/far,English,green
False,closer/close,English,tough ones
False,closer/close,English,lime green
False,closer/close,English,yep
False,further/split,English,dark blue with a little purple
False,equal/far,English,purple
False,further/split,English,grey
True,further/split,English,not brown
False,further/split,English,bright aqua
False,closer/close,English,mustard green grey
True,closer/close,English,not brown grey
True,closer/close,English,not grey grey
True,equal/far,English,we are not doing well :(
False,equal/far,English,brown
False,further/split,English,bright green
False,equal/far,English,purple
False,equal/far,English,purple
False,further/split,English,purple
False,equal/far,English,dark blue
False,equal/far,English,blue
False,equal/far,English,teal
False,further/split,English,getting better
False,further/split,English,brown with a lttle orange
False,closer/close,English,dusky dark pink with a hint of red
False,closer/close,English,good job
False,closer/close,English,dark teal with the most blue
False,equal/far,English,nice
False,equal/far,English,yellow
False,equal/far,English,brown
False,further/split,English,true blue
False,closer/close,English,neon green without yellow
False,closer/close,English,there is no neon green
False,closer/close,English,it is the brighter green but the yellow green
True,closer/close,English,not
False,equal/far,English,great
False,equal/far,English,purple
True,further/split,English,"dark purple, not the red"
False,equal/far,English,blue
False,further/split,English,green woth a little yellow
False,closer/close,English,dusky purple with a hint of grey
False,closer/close,English,we are improving :)
False,closer/close,English,ok
False,closer/close,English,mustard puke green
False,closer/close,English,no idea what you mean.
True,closer/close,English,not the bright ones
False,closer/close,English,the one with an alomst orange hue
True,further/split,English,"light purple, almost violet, not red"
False,further/split,English,yellow orange
False,further/split,English,sky blue
False,equal/far,English,those 2 were almost identical
False,equal/far,English,green
False,closer/close,English,dusky purple with a little grey
False,closer/close,English,dark green
False,closer/close,English,nice
False,closer/close,English,great ty
True,closer/close,English,maroon not pink
False,closer/close,English,"there is pink, purple and light maroon"
False,closer/close,English,we want light light maroon
False,closer/close,English,with a hint of red
False,equal/far,English,great
False,equal/far,English,green
False,equal/far,English,Nice job partner!
False,equal/far,English,thanks you too
False,closer/close,English,green with a bluish tint
False,closer/close,English,brightest green
False,closer/close,English,brownish purple
True,further/split,English,"bright purple, not pink"
False,equal/far,English,brownish green
True,closer/close,English,"not the brightest purple, or the brownish purple"
False,equal/far,English,bright green
False,closer/close,English,the blue with no greyish in it
False,closer/close,English,brightest blue
True,closer/close,English,"the purplest one, but not grey"
False,further/split,English,"brightest red, with no hint of brown"
False,equal/far,English,purple
False,further/split,English,bright neon green
False,equal/far,English,green
False,equal/far,English,"greenish, with no hint of blue"
