specificity,Condition,Language,Message
0,equal/far,English,greysih purple
1,further/split,English,more greyish tan
0,further/split,English,purple
0,equal/far,English,orange
0,closer/close,English,greenish grey
0,further/split,English,green
0,closer/close,English,purple
0,equal/far,English,mint green
0,closer/close,English,slighlty lighter pink
0,closer/close,English,More pink than purple?
0,closer/close,English,brighter green
0,closer/close,English,mint green...again
0,further/split,English,purple
0,further/split,English,I see o purple
0,equal/far,English,reddish
0,further/split,English,more yellowish
0,equal/far,English,pink
0,further/split,English,blue
0,further/split,English,slighltly more grey
0,closer/close,English,"brightest purple,,,not blue"
0,further/split,English,most grayish
0,equal/far,English,gray
0,closer/close,English,hmmm more brown than purple
0,closer/close,English,deepest blue
0,further/split,English,mint green
0,further/split,English,not purple not the one with purple/pink tint
0,further/split,English,salmon...not orange
0,equal/far,English,not blue or purple
0,equal/far,English,greenish yellow
0,closer/close,English,not the greyish
0,closer/close,English,more cornflower blue than purple
0,closer/close,English,middle shade
0,closer/close,English,Not blue
0,closer/close,English,more purple than blue or gray
0,closer/close,English,not the light blue not the tannish
0,closer/close,English,more purple
0,equal/far,English,blue
0,equal/far,English,green
0,equal/far,English,green
0,closer/close,English,not pink not the lightest but the purpleish pink
0,further/split,English,bright green
0,equal/far,English,purple
0,equal/far,English,green
0,equal/far,English,green
0,closer/close,English,green
1,further/split,English,aqua
0,further/split,English,dark purple
0,further/split,English,or blue
0,equal/far,English,green
0,further/split,English,"\gray, not blue"
0,closer/close,English,more green
0,closer/close,English,grassy green
0,closer/close,English,darker color
1,closer/close,English,not the tan
0,closer/close,English,I guess more of a purplish
0,closer/close,English,middle shade
0,further/split,English,green
0,equal/far,English,blue
0,further/split,English,salmon
0,equal/far,English,bluer
0,equal/far,English,green
0,equal/far,English,green
0,further/split,English,brighter purple
0,closer/close,English,bluer
0,closer/close,English,most purple...darker
0,equal/far,English,gray
0,equal/far,English,pink
0,further/split,English,"gray, not the blue"
0,closer/close,English,"brightest green, more like grass, darker, not the yellow"
0,equal/far,English,not greenish not bright purple
0,equal/far,English,bluer
0,closer/close,English,the most green of the 3
0,closer/close,English,darkest...most green
0,further/split,English,the purple without blue tint
0,further/split,English,"lightest, grayest"
0,further/split,English,purple
0,further/split,English,Great partner...green
0,further/split,English,not yellowish
1,closer/close,English,drab green
0,closer/close,English,with a little blue
0,closer/close,English,puke green
0,closer/close,English,olive green almost orange
0,equal/far,English,yellow
0,further/split,English,brown
0,further/split,English,dusky
1,closer/close,English,fuschia more red an pink not purple
0,closer/close,English,not pink
0,further/split,English,dark pink
0,further/split,English,not purple
0,further/split,English,dusky blue
0,further/split,English,darkest one
0,equal/far,English,true blue
0,equal/far,English,brown
0,further/split,English,that wasn't brown it was red
1,further/split,English,teal with a little more blue
0,further/split,English,lol there was no red or brown on my screen. Oh well
1,equal/far,English,dark teal
0,closer/close,English,purple
0,closer/close,English,more red
0,equal/far,English,truer blue
0,closer/close,English,ugly green
0,closer/close,English,darkest one
0,equal/far,English,dark blue
0,further/split,English,green
0,closer/close,English,darkest purple
0,closer/close,English,grey with a hint of blue
0,equal/far,English,blue
0,equal/far,English,purple
0,closer/close,English,green
0,further/split,English,brown grey
0,closer/close,English,yellow
0,closer/close,English,bright green
0,further/split,English,grey
0,equal/far,English,pink
0,closer/close,English,grey blu
0,equal/far,English,green
0,further/split,English,bright pink
0,further/split,English,not purple
0,closer/close,English,"green with more yellow, but not like mustard"
0,closer/close,English,not brown
0,equal/far,English,orange
0,equal/far,English,orange
0,closer/close,English,sky blue almost pastel
0,closer/close,English,not grey
0,equal/far,English,brownish
0,closer/close,English,dark green
0,equal/far,English,grey
0,further/split,English,dark grey
0,further/split,English,maybe with red?
0,further/split,English,grey
0,further/split,English,less brown
0,equal/far,English,orange
0,equal/far,English,orange
1,further/split,English,bright teal
0,further/split,English,more blue
0,closer/close,English,purplish grey
0,further/split,English,brown
0,equal/far,English,blue
0,further/split,English,bright lime green
0,further/split,English,darker green
0,further/split,English,baby blue
1,further/split,English,teal
0,further/split,English,dull blue
0,equal/far,English,purple
0,equal/far,English,blue
0,closer/close,English,not neon green
0,further/split,English,brownish
0,further/split,English,blue
0,further/split,English,green
0,closer/close,English,dark purple
0,equal/far,English,it's ok green
0,further/split,English,grey
0,closer/close,English,purplish
1,closer/close,English,aqua green
0,further/split,English,green
0,further/split,English,dark blue
0,further/split,English,is it greyer or taner?
1,further/split,English,tan
0,equal/far,English,green or red?
0,equal/far,English,greenish
0,equal/far,English,purplish
0,closer/close,English,purple
0,closer/close,English,dull blue
1,equal/far,English,tan
0,further/split,English,dull green
0,equal/far,English,greyish
0,closer/close,English,purple
0,equal/far,English,neon green
0,further/split,English,green
1,equal/far,English,teal
0,equal/far,English,orangish
0,further/split,English,green
0,closer/close,English,blue
0,further/split,English,dull red
0,closer/close,English,greenish
0,equal/far,English,pink
0,equal/far,English,blue
1,closer/close,English,teal
0,closer/close,English,neon green
0,closer/close,English,greyish blue
0,closer/close,English,pink
0,closer/close,English,neon purple
0,closer/close,English,grey
0,equal/far,English,yellow
0,equal/far,English,grey
0,closer/close,English,blue
0,equal/far,English,grey
0,further/split,English,darkest green
0,further/split,English,hot pink
0,equal/far,English,purple
0,equal/far,English,red
0,further/split,English,red
0,further/split,English,"dark purple, not the bluish purple"
0,closer/close,English,"regular blue, the brightest one"
0,equal/far,English,pink
1,further/split,English,"teal, not sea green"
0,closer/close,English,grey
0,further/split,English,blue
0,closer/close,English,olive green
0,closer/close,English,purple
0,closer/close,English,green
0,closer/close,English,"green, no grey"
0,further/split,English,neon green
0,equal/far,English,grey
0,equal/far,English,orange
0,closer/close,English,"bluish, not grey and not green"
0,further/split,English,pink
0,further/split,English,muted blue
0,equal/far,English,orange
0,closer/close,English,purple
0,further/split,English,purple
1,further/split,English,"green, not teal"
0,closer/close,English,brown
0,equal/far,English,blue
0,equal/far,English,blue
0,further/split,English,pink
0,closer/close,English,light purple
1,equal/far,English,teal
0,equal/far,English,bright green
0,further/split,English,brown
0,closer/close,English,"brightest green, not the lightest green or the olive"
0,further/split,English,grey
0,closer/close,English,"grey, not the muted one"
0,equal/far,English,grey
0,equal/far,English,green
0,closer/close,English,"pink-purple, not the regular purple"
