tokens,Condition,Language,Message
1,further/split,English,blue
2,closer/close,English,middle shade
1,equal/far,English,yellowish
2,closer/close,English,bright green
2,further/split,English,darker blue
2,further/split,English,brighter purple
1,equal/far,English,purp
1,further/split,English,yellow
2,closer/close,English,middle shade
2,closer/close,English,lol purpley
2,further/split,English,lighter blue
2,closer/close,English,sky blue
1,further/split,English,green
1,equal/far,English,tan
2,closer/close,English,darker purple
1,equal/far,English,purp
1,equal/far,English,redish
1,equal/far,English,redish
2,further/split,English,dark blue
1,equal/far,English,pinky
1,closer/close,English,green
1,equal/far,English,grey
2,closer/close,English,most yellow
1,further/split,English,teeal
2,further/split,English,darker purple
2,further/split,English,gray one
1,further/split,English,yellow
1,equal/far,English,yellow
1,equal/far,English,blue
2,closer/close,English,yellow green
1,equal/far,English,blue/green
13,closer/close,English,the one with the brighter blue not grey but not dull dark blue
1,further/split,English,yellow
2,further/split,English,bright blue
3,closer/close,English,bright vibrant purple
2,further/split,English,dull purple/gray
1,closer/close,English,gray
14,closer/close,English,best mix of green/blue not the one that looks pure green or pure teal
2,equal/far,English,bright blue/green
7,closer/close,English,the duller one not the bright ones
1,equal/far,English,purple
1,closer/close,English,teal
4,closer/close,English,one with most purple
2,further/split,English,brighter blue
1,equal/far,English,pink
1,equal/far,English,gray
1,equal/far,English,gray
2,further/split,English,brightest one
2,further/split,English,dull green
10,closer/close,English,gray blue one not the pure blue or pure gray
3,further/split,English,dull gray purple
1,equal/far,English,green
1,equal/far,English,green
2,further/split,English,browish gray
1,closer/close,English,green
1,closer/close,English,purple
2,closer/close,English,dull purple
2,closer/close,English,bright pink
1,equal/far,English,green
2,equal/far,English,dull red/brown
1,equal/far,English,same
6,further/split,English,dull red/purple not the bright one
7,closer/close,English,bright teal not dull or bright green
5,further/split,English,purple not gray or red
1,equal/far,English,purple
4,further/split,English,more green not yellow/green
4,further/split,English,blue one not purple/blue
1,equal/far,English,red
1,equal/far,English,green
2,further/split,English,light blue
2,closer/close,English,bright yellow
1,closer/close,English,gray
2,further/split,English,dull purple
1,equal/far,English,blue
6,closer/close,English,it is the most different color
5,equal/far,English,it is the darkest color
6,closer/close,English,it is the most feminine color
5,further/split,English,it is the brightest color
7,further/split,English,it is the color of the ocean
8,equal/far,English,it is the color closest to a banana
5,further/split,English,it is the brightest color
7,further/split,English,it looks is closest to grass color
5,closer/close,English,it is the darkest color
5,equal/far,English,it is the dullest color
7,equal/far,English,it is closest to a banana color
5,closer/close,English,it is the dullest color
2,closer/close,English,brightest color
2,equal/far,English,brightest color
2,further/split,English,sun color
2,closer/close,English,brightest color
6,equal/far,English,closest to color of an orange
3,equal/far,English,very feminine color
2,further/split,English,darkest color
3,equal/far,English,color of tomato
3,equal/far,English,color of sky
10,closer/close,English,it is the darker one of the two similar colors
7,further/split,English,it is the color of a grape
4,closer/close,English,color of a grape
4,closer/close,English,the most different color
3,further/split,English,color of grass
2,equal/far,English,grass color
7,further/split,English,the darker of the two similar colors
6,closer/close,English,duller of the two similar colors
4,closer/close,English,the most different color
4,equal/far,English,closest to grass color
2,closer/close,English,brightest color
2,equal/far,English,dullest color
3,further/split,English,color of sky
3,further/split,English,most vibrant color
3,equal/far,English,color of grapes
6,equal/far,English,looks closer to tan or brown
6,further/split,English,grass color not the bright one
2,further/split,English,grass color
2,further/split,English,darkest color
2,further/split,English,brightest color
6,equal/far,English,darkest of the two similar colors
2,equal/far,English,dullest color
4,closer/close,English,closer to grass color
3,further/split,English,color of grapes
3,equal/far,English,most feminine color
2,closer/close,English,grape color
5,further/split,English,darkest of two similar colors
4,closer/close,English,color of an orange
3,closer/close,English,most different color
7,closer/close,English,its like a grey medium saturated blue
8,closer/close,English,its kind of yellowish and light in value
8,further/split,English,its muted and green almost a blue grey
9,closer/close,English,its a green that isnt bright and isnt brown
2,equal/far,English,its pink
3,equal/far,English,its totally blue
4,further/split,English,its pretty much grey
1,equal/far,English,purple
3,further/split,English,muted greyblue color
1,further/split,English,pink
3,closer/close,English,the brightest green
7,further/split,English,its a teal color that is bright
13,further/split,English,its the pink purple that is between the two values of the others
6,further/split,English,goodness its almost grey not purple
4,closer/close,English,its a muted green
5,further/split,English,its the more saturated green
1,closer/close,English,purple
1,equal/far,English,purple
6,further/split,English,deep magenta purple with some pink
2,closer/close,English,bright purple
1,equal/far,English,orange
1,equal/far,English,orange
2,further/split,English,muted green
1,equal/far,English,yellowgreen
1,equal/far,English,green
2,closer/close,English,tealish green
1,equal/far,English,purple
1,equal/far,English,magenta
4,closer/close,English,brighter almost red orange
7,closer/close,English,muted blue grey but still looks blue
2,further/split,English,almost green
2,further/split,English,bright orange
1,further/split,English,tealgreen
1,equal/far,English,green
1,equal/far,English,purple
2,closer/close,English,desaturated purple
7,closer/close,English,bright purple with some pink in it
1,equal/far,English,red
6,closer/close,English,muted purple without pink in it
1,closer/close,English,purple
1,equal/far,English,blue
1,further/split,English,red
1,equal/far,English,pink
2,closer/close,English,bright purple
1,equal/far,English,red
2,further/split,English,muted purple
3,further/split,English,more saturated purpleblue
1,equal/far,English,red
1,equal/far,English,red
1,further/split,English,green
10,further/split,English,This is a lighter purple more plum color Not bright
1,further/split,English,sorry
5,further/split,English,This is an orangeish color
1,equal/far,English,Purple
6,further/split,English,The blue that isn't purpleish
11,further/split,English,The green that's a bit paler and not as bright
1,equal/far,English,Green
1,further/split,English,Purple
1,equal/far,English,Blue
1,equal/far,English,Red
1,equal/far,English,Pink
1,closer/close,English,Purple
6,closer/close,English,Medium green It's not bright
2,closer/close,English,Greyish purple
3,closer/close,English,Bright almost neon
5,closer/close,English,It's a bright green
1,equal/far,English,Green
2,closer/close,English,Dull green
2,closer/close,English,Navy blue
2,further/split,English,Navy blue
2,further/split,English,Bright green
10,closer/close,English,Grey with no hint of pink in it Plain grey
2,closer/close,English,Vibrant pink
6,closer/close,English,Medium green not the light ones
