Value,Condition,Language,Message
0,equal/far,English,blue
0,closer/close,English,tannish color
0,equal/far,English,purple
0,closer/close,English,greenish color
0,equal/far,English,orange
0,closer/close,English,green
0,closer/close,English,purple
0,equal/far,English,hi
0,equal/far,English,color of the Tennessee volunteers
1,further/split,English,a lighter shade of purple almost pink
0,closer/close,English,not the light purple and not the dark purple
1,further/split,English,lighter shade of green
1,further/split,English,the more emerald or the more grassy green?
0,further/split,English,they're both fairly light on my screen
1,further/split,English,i would say more emerald
0,equal/far,English,green
0,further/split,English,hot pink
0,equal/far,English,blue
1,closer/close,English,the darker shade of purple
0,further/split,English,bright green
0,further/split,English,purple
0,closer/close,English,not the grey or the turquoise looking one
0,equal/far,English,green
0,equal/far,English,grey-ish color
0,equal/far,English,orange
0,further/split,English,grey-ish
0,further/split,English,I have 2 that look greyish
1,further/split,English,the one that isn't more on the brown side haha
0,equal/far,English,red
1,further/split,English,purple more on the blue side
0,equal/far,English,brown
0,equal/far,English,not the bright blue or the bright green
0,further/split,English,baby poo green lol
0,closer/close,English,the purple that isn't hot pink looking
0,equal/far,English,aqua
1,further/split,English,the darker shade of green like grass
0,equal/far,English,green
1,closer/close,English,the one that looks more purple
0,closer/close,English,the darkest shade of green.
0,closer/close,English,uhhh
0,closer/close,English,hard to tell lol
1,equal/far,English,appeared lighter for me
0,equal/far,English,the greyish one
0,equal/far,English,reddish color
0,equal/far,English,greenish
0,further/split,English,pinkish
1,closer/close,English,the purple more to the brown side
0,closer/close,English,is it kind of mute in color?
0,equal/far,English,blue
0,further/split,English,blueish
0,equal/far,English,blueish
0,further/split,English,yellowish
0,closer/close,English,the blue that isn't on the purple side
0,equal/far,English,aqua
1,closer/close,English,the brown more to the yellowish side
0,closer/close,English,its the lightest of the three
0,further/split,English,the brownish one
0,closer/close,English,not the purple to the pink side or the purple to the brown side
1,closer/close,English,the one more purple
0,closer/close,English,darkest green kinda olive
0,further/split,English,darkest purple
0,further/split,English,purple
0,further/split,English,olive
0,closer/close,English,purple to the brown side
0,closer/close,English,medium purple
0,closer/close,English,purple
0,closer/close,English,brown that isn't reddish or greenish
0,further/split,English,green that isn't blueish
0,further/split,English,brown
0,closer/close,English,"not dull, not bright"
0,equal/far,English,red
0,further/split,English,gray that isn't kind of purple
0,further/split,English,gray
0,equal/far,English,blue
0,further/split,English,yellow
0,equal/far,English,gray
0,closer/close,English,dull green
0,equal/far,English,pink
0,closer/close,English,green
0,further/split,English,green
0,equal/far,English,red
0,closer/close,English,light purple
0,equal/far,English,blue
0,further/split,English,blue
0,equal/far,English,red
0,further/split,English,blue
0,further/split,English,green
0,further/split,English,blue
0,equal/far,English,bright green
0,equal/far,English,brown
0,equal/far,English,green
0,closer/close,English,brown
0,equal/far,English,green
0,further/split,English,blue
0,closer/close,English,dull
0,equal/far,English,green
0,closer/close,English,dark blue
0,closer/close,English,bright green
0,further/split,English,green
0,equal/far,English,blue
0,further/split,English,bright green
0,closer/close,English,most purple
0,closer/close,English,reddish brown
0,further/split,English,orange
0,further/split,English,bright green
0,closer/close,English,blue
0,equal/far,English,brown
0,equal/far,English,orange
0,equal/far,English,yellow
0,closer/close,English,bright green
1,further/split,English,lighter green
0,equal/far,English,pink
0,closer/close,English,yellow green
0,further/split,English,gray
0,closer/close,English,sand colored
1,closer/close,English,More golden or more grayish?
0,closer/close,English,gold
0,closer/close,English,dark blue
0,equal/far,English,green
0,further/split,English,bright green
1,further/split,English,lighter or darker
0,further/split,English,not yellowish green
0,further/split,English,orange
0,further/split,English,not redish orange
0,further/split,English,pumpkin or reddish?
0,further/split,English,pumpkin
0,equal/far,English,pink
0,equal/far,English,blue
0,closer/close,English,dull purple
0,further/split,English,bright green
0,further/split,English,light or dark?
0,further/split,English,light
0,closer/close,English,darkest green
0,equal/far,English,blue
0,further/split,English,yellow
0,equal/far,English,purple
0,further/split,English,yellow
0,equal/far,English,brownish
0,equal/far,English,goldish?
0,equal/far,English,goldish
0,closer/close,English,not bright pink or  dark purple
0,closer/close,English,lilac?
0,closer/close,English,yes
0,equal/far,English,teal
0,further/split,English,purple
0,closer/close,English,dark purple
0,closer/close,English,goldish
0,equal/far,English,grey
0,further/split,English,light green
0,equal/far,English,tealish
0,equal/far,English,pink
0,further/split,English,gold
0,further/split,English,dark or light?
0,further/split,English,dark
0,further/split,English,not the redish purple or yellow
0,closer/close,English,darkest blue
0,equal/far,English,teal
0,equal/far,English,green
0,equal/far,English,teal
0,closer/close,English,brightest light green
0,equal/far,English,blue
0,closer/close,English,blue
0,further/split,English,purpleish
0,closer/close,English,darkest grey/green
0,closer/close,English,teal
0,further/split,English,greyish green
0,closer/close,English,lightest green
0,closer/close,English,bright green
0,further/split,English,pink
0,further/split,English,bright
0,further/split,English,bright
0,equal/far,English,green
0,closer/close,English,closer to teal green
0,further/split,English,purple
0,equal/far,English,goldish brown
0,equal/far,English,purple
0,closer/close,English,pure grey.. not blueish grey
0,further/split,English,grey
0,closer/close,English,light purple
0,closer/close,English,light purple
0,further/split,English,darkest purple
0,further/split,English,rose color?
0,further/split,English,no
0,further/split,English,light blue
0,equal/far,English,light blue
0,further/split,English,bright pink
0,closer/close,English,blue
0,further/split,English,greyish purple
0,equal/far,English,pink
0,further/split,English,dull orange
0,equal/far,English,orange
0,closer/close,English,most grey
0,closer/close,English,greyish purple
1,further/split,English,Sorry the other one looked more grey
0,further/split,English,grey grey here or purple grey?
1,further/split,English,ok ill try to better describe
0,further/split,English,purple grey here
0,closer/close,English,"blue grey, green grey or purple grey?"
0,closer/close,English,i would say brownish grey
0,further/split,English,pink
0,equal/far,English,green
0,equal/far,English,purple
0,further/split,English,pink
0,equal/far,English,purple
0,closer/close,English,dullest one
0,equal/far,English,pink
0,closer/close,English,least amount of color
0,further/split,English,green
0,further/split,English,dullest
0,further/split,English,greenish blue
0,equal/far,English,dull pink
0,equal/far,English,blue
0,closer/close,English,dullest
0,closer/close,English,darkest orange
0,equal/far,English,purple
0,further/split,English,grey
0,closer/close,English,least blueish grey
0,further/split,English,blue
0,closer/close,English,dullest
0,further/split,English,We are doing well :)
0,further/split,English,blue
0,closer/close,English,i think so too!
0,closer/close,English,most purple
0,closer/close,English,dull grey purple?
0,closer/close,English,or reddish grey purple?
0,closer/close,English,most true purple of the three. not the reddish not the most grey
0,equal/far,English,orange
0,further/split,English,not the truest blue. its the slighty blue one
